distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,1.278,97,58,0,268.79,44.86837604083121,-93.49591026082636,7519017623,268.8754166666667,0.08541666666667425,2021-09-18T15:04:01Z
1.72,1.633,97,58,1,268.79,44.868360282853246,-93.49590506404638,7519017623,268.873837535014,0.08383753501396995,2021-09-18T15:04:02Z
3.78,1.633,97,58,2,268.83,44.868341255933046,-93.49590095691384,7519017623,268.8704497354497,0.04044973544972663,2021-09-18T15:04:03Z
5.41,1.754,96,58,3,268.83,44.86832725815475,-93.49589483812451,7519017623,268.8648621553885,0.034862155388509564,2021-09-18T15:04:04Z
7.41,1.847,93,58,4,268.86,44.868309404700994,-93.49589156918228,7519017623,268.8576904761905,-0.0023095238095152126,2021-09-18T15:04:05Z
9.67,2.127,93,87,5,268.86,44.86828920431435,-93.4958876296878,7519017623,268.84956916099776,-0.010430839002253833,2021-09-18T15:04:06Z
12.22,2.127,93,87,6,268.9,44.868266405537724,-93.49588310346007,7519017623,268.8407575757576,-0.05924242424237036,2021-09-18T15:04:07Z
14.75,2.874,94,90,7,268.9,44.86824436113238,-93.49587455391884,7519017623,268.8328364389234,-0.06716356107659749,2021-09-18T15:04:08Z
17.49,3.088,95,90,8,268.88,44.868220556527376,-93.49586592055856,7519017623,268.82652777777776,-0.05347222222223991,2021-09-18T15:04:09Z
20,3.126,99,90,9,268.91,44.868198512122035,-93.49585871212184,7519017623,268.8216380952381,-0.08836190476193906,2021-09-18T15:04:10Z
22.67,3.163,102,90,10,268.91,44.86817537806928,-93.49584974348544,7519017623,268.81844322344324,-0.091556776556785735,2021-09-18T15:04:11Z
25.52,3.163,104,90,11,268.92,44.86815115436912,-93.49583767354488,7519017623,268.81691358024693,-0.10308641975308319,2021-09-18T15:04:12Z
28.5,3.116,107,90,12,268.9,44.86812584102154,-93.49582543596624,7519017623,268.81656462585033,-0.0834353741496443,2021-09-18T15:04:13Z
31.4,3.107,109,90,13,268.9,44.86810086295009,-93.49581504240632,7519017623,268.8179146141215,-0.0820853858784858,2021-09-18T15:04:14Z
