distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
1.11,0.019,56,0,0,302.48,44.46466234512627,-93.18978102877736,7773601920,302.2915223214286,-0.18847767857141662,2021-11-05T19:28:13Z
4.05,0,58,0,1,302.43,44.46468874812126,-93.18977843038738,7773601920,302.2700882352941,-0.15991176470589608,2021-11-05T19:28:14Z
6.6,0.886,59,0,2,302.43,44.464711882174015,-93.1897811125964,7773601920,302.24690873015874,-0.18309126984127033,2021-11-05T19:28:15Z
10.19,2.034,60,0,3,302.39,44.464744152501225,-93.1897787656635,7773601920,302.22210902255637,-0.16789097744361925,2021-11-05T19:28:16Z
13.78,2.174,61,97,4,302.49,44.46477633900941,-93.18977390415968,7773601920,302.19493214285717,-0.2950678571428398,2021-11-05T19:28:17Z
17.51,2.865,63,97,5,302.45,44.46480986662209,-93.18977138958871,7773601920,302.1667380952381,-0.2832619047619005,2021-11-05T19:28:18Z
21.49,3.676,65,91,6,302.4,44.46484565734863,-93.18976770155132,7773601920,302.1371461038961,-0.2628538961038771,2021-11-05T19:28:19Z
25.07,3.77,66,91,7,302.36,44.46487776003778,-93.18976585753262,7773601920,302.1062763975155,-0.25372360248451287,2021-11-05T19:28:20Z
28.42,3.77,69,90,8,302.36,44.4649079348892,-93.18976568989456,7773601920,302.07440773809526,-0.2855922619047533,2021-11-05T19:28:21Z
32.03,3.676,71,89,9,302.32,44.46494037285447,-93.18976309150456,7773601920,302.04166,-0.27834000000001424,2021-11-05T19:28:22Z
35.15,3.62,72,89,10,302.26,44.464968452230096,-93.18976116366684,7773601920,302.008793956044,-0.2512060439560173,2021-11-05T19:28:23Z
38.13,3.555,73,89,11,302.19,44.46499519050121,-93.18975755944848,7773601920,301.97566402116405,-0.21433597883594757,2021-11-05T19:28:24Z
41.66,3.284,76,90,12,302.1,44.46502670645714,-93.18975211121142,7773601920,301.9416862244898,-0.15831377551023706,2021-11-05T19:28:25Z
44.78,3.284,77,90,13,302.1,44.46505478583276,-93.18974934518336,7773601920,301.9068497536946,-0.19315024630543576,2021-11-05T19:28:26Z
48.06,3.34,79,90,14,302,44.465084206312895,-93.18974498659372,7773601920,301.8711928571429,-0.12880714285711292,2021-11-05T19:28:27Z
51.41,3.35,82,90,15,302.05,44.46511429734528,-93.18974079564214,7773601920,301.8352557603687,-0.2147442396313295,2021-11-05T19:28:28Z
54.54,3.434,83,89,16,301.9,44.46514246053994,-93.18973861634731,7773601920,301.7794147465438,-0.12058525345617,2021-11-05T19:28:29Z
57.79,3.518,85,88,17,301.9,44.465171629562974,-93.18973836489022,7773601920,301.72103686635944,-0.1789631336405364,2021-11-05T19:28:30Z
61.49,3.602,86,87,18,301.83,44.4652047380805,-93.18973367102444,7773601920,301.660599078341,-0.16940092165896203,2021-11-05T19:28:31Z
64.95,3.667,88,87,19,301.71,44.46523600257933,-93.18973157554863,7773601920,301.5984331797235,-0.11156682027649367,2021-11-05T19:28:32Z
68.28,3.723,89,87,20,301.58,44.465265925973654,-93.18973266519606,7773601920,301.5347926267281,-0.045207373271864526,2021-11-05T19:28:33Z
71.51,3.751,91,88,21,301.46,44.46529509499669,-93.18973291665316,7773601920,301.469400921659,0.009400921658993866,2021-11-05T19:28:34Z
74.79,3.76,93,88,22,301.37,44.465324683114886,-93.1897319946438,7773601920,301.4020737327189,0.03207373271891356,2021-11-05T19:28:35Z
78.06,3.751,93,88,23,301.37,44.46535410359502,-93.18973124027252,7773601920,301.3327188940092,-0.03728110599081447,2021-11-05T19:28:36Z
81.3,3.751,95,88,24,301.29,44.46538344025612,-93.18973107263446,7773601920,301.2621658986175,-0.027834101382495646,2021-11-05T19:28:37Z
84.73,3.742,97,88,25,301.21,44.46541420184076,-93.1897283066064,7773601920,301.19069124423964,-0.01930875576033486,2021-11-05T19:28:38Z
88.16,3.732,97,88,26,301.11,44.46544504724443,-93.189728558063507,7773601920,301.11806451612904,0.008064516129024923,2021-11-05T19:28:39Z
91.41,3.723,98,87,27,300.98,44.46547446772456,-93.18972411565484,7773601920,301.04460829493087,0.0646082949308493,2021-11-05T19:28:40Z
