distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,0,76,0,0,254.66,44.9766512028873,-93.22963261976838,7402135775,254.75435416666667,0.09435416666667606,2021-08-31T14:36:27Z
2.23,0,76,0,1,254.59,44.97666796669364,-93.22961686179042,7402135775,254.75443417366947,0.16443417366946278,2021-08-31T14:36:28Z
5.31,1.782,77,0,2,254.57,44.97669051401317,-93.22959431447087,7402135775,254.7545052910053,0.18450529100530844,2021-08-31T14:36:29Z
8.85,2.165,79,58,3,254.58,44.9767167493701,-93.2295687496662,7402135775,254.75464411027568,0.17464411027566484,2021-08-31T14:36:30Z
12.8,2.603,80,58,4,254.64,44.976747930049896,-93.22954452596603,7402135775,254.7549119047619,0.11491190476192514,2021-08-31T14:36:31Z
16.74,2.669,83,91,6,254.75,44.97677978128195,-93.22952256537974,7402135775,254.755358276644,0.005358276643988802,2021-08-31T14:36:33Z
21.01,2.669,84,91,7,254.9,44.97681397944689,-93.22949817404152,7402135775,254.75595887445888,-0.14404112554112203,2021-08-31T14:36:34Z
24.75,3.984,86,91,8,254.9,44.97684381902218,-93.2294762134552,7402135775,254.75669358178052,-0.1433064182194812,2021-08-31T14:36:35Z
28.08,4.189,89,91,9,254.97,44.9768703058362,-93.22945626452564,7402135775,254.75748611111112,-0.21251388888887845,2021-08-31T14:36:36Z
31.35,4.189,90,91,10,254.86,44.97689679265022,-93.2294384110719,7402135775,254.75832952380952,-0.10167047619049185,2021-08-31T14:36:37Z
34.9,4.171,93,90,11,254.8,44.97692587785423,-93.22941971942782,7402135775,254.75910805860806,-0.04089194139194774,2021-08-31T14:36:38Z
38.01,3.695,95,90,12,254.8,44.97695001773536,-93.22939951904118,7402135775,254.75988183421518,-0.04011816578483263,2021-08-31T14:36:39Z
41.44,3.676,97,89,13,254.79,44.97697717510164,-93.22937881574036,7402135775,254.76049829931972,-0.029501700680270915,2021-08-31T14:36:40Z
44.31,3.536,98,89,14,254.77,44.976999554783106,-93.22936054319143,7402135775,254.76112151067323,-0.008878489326775707,2021-08-31T14:36:41Z
