distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,2.081,82,91,0,285.88,45.028388081118464,-92.85036876797676,6927802348,285.94139732142855,0.061397321428557916,2021-06-09T01:49:17Z
8.17,3.63,87,91,1,285.98,45.028459411114454,-92.8503947518766,6927802348,285.9445924369748,-0.03540756302521686,2021-06-09T01:49:18Z
8.17,3.63,90,90,2,285.98,45.028459411114454,-92.8503947518766,6927802348,285.948623015873,-0.03137698412700729,2021-06-09T01:49:19Z
11.8,3.63,91,89,3,285.99,45.02849075943232,-92.85040774382652,6927802348,285.9532067669173,-0.03679323308273297,2021-06-09T01:49:20Z
15.3,3.536,95,89,4,285.98,45.0285211019218,-92.85041981376708,6927802348,285.9576892857143,-0.022310714285708855,2021-06-09T01:49:21Z
18.6,3.518,98,89,5,285.95,45.028550270944834,-92.85042786039412,6927802348,285.9621530612245,0.012153061224523753,2021-06-09T01:49:22Z
21.81,3.424,100,89,6,285.95,45.02857851795852,-92.85043640993536,6927802348,285.96627597402596,0.016275974025973028,2021-06-09T01:49:23Z
24.82,3.406,102,86,7,285.94,45.028604585677385,-92.85044705495238,6927802348,285.97035093167705,0.03035093167704872,2021-06-09T01:49:24Z
27.91,3.322,104,85,8,285.93,45.02863182686269,-92.85045468248428,6927802348,285.97444345238097,0.04444345238096048,2021-06-09T01:49:25Z
30.85,3.303,104,85,9,285.91,45.028658313676715,-92.85045359283686,6927802348,285.97866571428574,0.06866571428571433,2021-06-09T01:49:26Z
33.98,3.294,105,85,10,285.91,45.02868530340493,-92.8504423610866,6927802348,285.9828928571429,0.07289285714284688,2021-06-09T01:49:27Z
37.12,3.294,106,85,11,285.88,45.02871120348573,-92.85042660310864,6927802348,285.9871243386243,0.1071243386243168,2021-06-09T01:49:28Z
40.22,3.312,107,85,12,285.88,45.02873584628105,-92.85040807910264,6927802348,285.9912066326531,0.1112066326530794,2021-06-09T01:49:29Z
43.29,3.312,108,85,13,285.89,45.02875889651477,-92.85038653761148,6927802348,285.995302955665,0.10530295566502446,2021-06-09T01:49:30Z
46.42,3.266,108,85,14,285.93,45.02878186292946,-92.8503635711968,6927802348,285.9991738095238,0.06917380952381791,2021-06-09T01:49:31Z
49.65,3.256,108,84,15,286,45.028805332258344,-92.8503392636776,6927802348,286.0028870967742,0.0028870967742022913,2021-06-09T01:49:32Z
52.93,3.247,109,84,16,286,45.028830310329795,-92.85031713545322,6927802348,286.0080368663595,0.008036866359475425,2021-06-09T01:49:33Z
55.74,3.247,110,84,17,286.05,45.02885403111577,-92.850303305313,6927802348,286.0129953917051,-0.03700460829492158,2021-06-09T01:49:34Z
58.17,3.228,111,84,18,286.05,45.028875237330794,-92.85029500722884,6927802348,286.01774193548385,-0.03225806451615654,2021-06-09T01:49:35Z
60.94,3.172,111,84,19,286.05,45.02889996394515,-92.85028897225855,6927802348,286.0220276497696,-0.027972350230413667,2021-06-09T01:49:36Z
63.74,3.144,112,84,20,286.04,45.02892452292144,-92.8502810932696,6927802348,286.0253917050691,-0.014608294930894772,2021-06-09T01:49:37Z
66.6,3.126,114,84,21,286.06,45.02894975244999,-92.85027262754738,6927802348,286.02838709677417,-0.03161290322583454,2021-06-09T01:49:38Z
69.58,3.088,115,84,22,286.05,45.02897582016885,-92.85026382654904,6927802348,286.03073732718894,-0.01926267281106675,2021-06-09T01:49:39Z
72.5,3.07,116,85,23,286.06,45.029000798240304,-92.85025225952268,6927802348,286.03248847926267,-0.02751152073733465,2021-06-09T01:49:40Z
75.23,3.06,117,85,24,286.06,45.029024351388216,-92.8502422850579,6927802348,286.0335023041475,-0.026497695852526704,2021-06-09T01:49:41Z
78,3.032,118,85,25,286.1,45.02904865890741,-92.85023474134503,6927802348,286.03447004608296,-0.06552995391706418,2021-06-09T01:49:42Z
81.04,3.014,119,85,26,286.11,45.02907581627369,-92.85022870637476,6927802348,286.03566820276495,-0.074331797235061,2021-06-09T01:49:43Z
84.18,3.004,120,85,27,286.12,45.029103895649314,-92.85022434778512,6927802348,286.0372350230415,-0.08276497695851504,2021-06-09T01:49:44Z
87.29,3.004,122,84,28,286.12,45.02913163974881,-92.85021864809096,6927802348,286.0389861751152,-0.08101382488479203,2021-06-09T01:49:45Z
90.26,3.004,122,84,29,286.11,45.02915795892477,-92.85021202638744,6927802348,286.04129032258066,-0.06870967741934919,2021-06-09T01:49:46Z
93.24,2.995,124,83,30,286.09,45.029184110462666,-92.85020364448428,6927802348,286.0441474654378,-0.04585253456218652,2021-06-09T01:49:47Z
96.42,2.986,125,83,31,286.12,45.029211435467005,-92.85019132308662,6927802348,286.0482488479263,-0.07175115207371618,2021-06-09T01:49:48Z
99.92,2.986,125,83,32,286.11,45.029240772128105,-92.85017556510866,6927802348,286.0535944700461,-0.05640552995390635,2021-06-09T01:49:49Z
103.09,2.995,126,83,33,286.13,45.029266169294715,-92.85015687346458,6927802348,286.06078341013824,-0.06921658986175316,2021-06-09T01:49:50Z
106.25,2.995,127,85,34,286.14,45.02928972244263,-92.85013449378312,6927802348,286.0698617511521,-0.0701382488479112,2021-06-09T01:49:51Z
109.48,2.995,127,86,35,286.11,45.02931193448603,-92.8501080069691,6927802348,286.0809216589862,-0.02907834101381468,2021-06-09T01:49:52Z
112.61,3.004,129,86,36,286.05,45.02933280542493,-92.850081352517,6927802348,286.09336405529956,0.043364055299548454,2021-06-09T01:49:53Z
