distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,0.877,92,50,0,274.67,45.18558857962489,-93.13758264295755,6897997379,274.5797395833333,-0.09026041666669471,2021-06-04T12:57:07Z
2.09,1.502,91,50,1,274.66,45.18560006283224,-93.1376035977155,6897997379,274.56916666666666,-0.09083333333336441,2021-06-04T12:57:08Z
4.56,1.502,91,50,2,274.67,45.18560701981187,-93.13763368874788,6897997379,274.5591335978836,-0.11086640211641452,2021-06-04T12:57:09Z
7.47,1.773,91,86,3,274.67,45.18561087548733,-93.13767065294088,6897997379,274.5499310776942,-0.12006892230579069,2021-06-04T12:57:10Z
10.64,2.239,93,86,4,274.68,45.1856086961925,-93.13771105371416,6897997379,274.5418630952381,-0.13813690476189322,2021-06-04T12:57:11Z
13.91,3.098,94,87,5,274.66,45.18560006283224,-93.13775086775422,6897997379,274.5347675736961,-0.12523242630390996,2021-06-04T12:57:12Z
17.02,3.35,96,87,6,274.65,45.18558472394943,-93.13778422772884,6897997379,274.5288365800866,-0.12116341991338686,2021-06-04T12:57:13Z
20.03,3.35,97,86,7,274.65,45.18556276336312,-93.1378068588674,6897997379,274.52416666666664,-0.12583333333333258,2021-06-04T12:57:14Z
22.93,3.294,98,86,8,274.65,45.185537952929735,-93.13781842589378,6897997379,274.5207192460317,-0.1292807539682599,2021-06-04T12:57:15Z
25.98,3.135,100,86,9,274.56,45.18551071174443,-93.13782353885472,6897997379,274.51834761904763,-0.041652380952371004,2021-06-04T12:57:16Z
29.08,3.098,102,86,10,274.52,45.18548296764493,-93.13782664015888,6897997379,274.5168727106227,-0.003127289377289344,2021-06-04T12:57:17Z
32.17,3.098,103,85,11,274.49,45.1854551397264,-93.13782915472984,6897997379,274.51619488536153,0.026194885361519482,2021-06-04T12:57:18Z
35.17,3.107,105,85,12,274.49,45.18542814999819,-93.13783041201532,6897997379,274.5162287414966,0.026228741496595376,2021-06-04T12:57:19Z
38.23,3.107,107,85,13,274.45,45.185400657355785,-93.13783024437726,6897997379,274.51690065681447,0.06690065681448232,2021-06-04T12:57:20Z
41.36,3.079,108,85,14,274.43,45.18537249416113,-93.13782915472984,6897997379,274.5180992063492,0.08809920634917034,2021-06-04T12:57:21Z
44.65,3.07,109,85,15,274.4,45.18534290604293,-93.13782949000596,6897997379,274.51981950844856,0.11981950844858602,2021-06-04T12:57:22Z
47.9,3.088,110,85,16,274.4,45.185313653200865,-93.13782840035856,6897997379,274.5173195084485,0.11731950844853145,2021-06-04T12:57:23Z
51.13,3.107,113,85,17,274.38,45.18528465181589,-93.13782697543502,6897997379,274.5151075268817,0.13510752688171124,2021-06-04T12:57:24Z
54.32,3.107,113,85,18,274.37,45.18525590188801,-93.13782630488276,6897997379,274.5132718894009,0.14327188940092128,2021-06-04T12:57:25Z
57.49,3.107,115,86,19,274.37,45.1852273195982,-93.13782714307308,6897997379,274.5119815668203,0.1419815668202773,2021-06-04T12:57:26Z
60.48,3.116,115,86,20,274.37,45.18520049750805,-93.13782873563468,6897997379,274.5111059907834,0.14110599078338737,2021-06-04T12:57:27Z
63.47,3.107,117,86,21,274.4,45.18517359159887,-93.13782881945372,6897997379,274.5105529953917,0.11055299539174257,2021-06-04T12:57:28Z
66.26,3.107,118,86,22,274.43,45.185148445889354,-93.1378290709108,6897997379,274.5105529953917,0.08055299539171301,2021-06-04T12:57:29Z
69.06,3.098,119,85,23,274.43,45.18512330017984,-93.13782940618694,6897997379,274.51129032258063,0.08129032258062807,2021-06-04T12:57:30Z
71.78,3.079,120,85,24,274.46,45.18509882502258,-93.13782814890146,6897997379,274.5128571428571,0.052857142857135386,2021-06-04T12:57:31Z
74.68,3.06,120,85,25,274.49,45.185072757303715,-93.1378293223679,6897997379,274.51488479262673,0.02488479262672172,2021-06-04T12:57:32Z
77.65,3.051,120,85,26,274.51,45.1850460190326,-93.1378316693008,6897997379,274.51723502304145,0.007235023041459954,2021-06-04T12:57:33Z
80.48,3.032,122,85,27,274.51,45.18502062186599,-93.137834854424,6897997379,274.5199539170507,0.009953917050722794,2021-06-04T12:57:34Z
83.42,3.032,123,84,28,274.53,45.18499430269003,-93.13783795572816,6897997379,274.523133640553,-0.006866359446974002,2021-06-04T12:57:35Z
86.38,3.014,124,84,29,274.56,45.184967732056975,-93.13783996738492,6897997379,274.5263133640553,-0.033686635944718546,2021-06-04T12:57:36Z
89.5,2.995,124,84,30,274.56,45.18493965268135,-93.13784264959396,6897997379,274.52921658986173,-0.030783410138269574,2021-06-04T12:57:37Z
92.68,2.986,126,85,31,274.59,45.18491115421057,-93.13784642145038,6897997379,274.53198156682026,-0.05801843317971134,2021-06-04T12:57:38Z
95.72,2.986,126,85,32,274.61,45.18488399684429,-93.1378504447639,6897997379,274.5351612903226,-0.07483870967740813,2021-06-04T12:57:39Z
98.9,2.986,127,85,33,274.64,45.184855330735445,-93.13785354606809,6897997379,274.5386175115207,-0.10138248847925979,2021-06-04T12:57:40Z
101.97,2.995,128,85,34,274.64,45.18482783809304,-93.13785681501032,6897997379,274.5421658986175,-0.09783410138248883,2021-06-04T12:57:41Z
105.05,2.995,128,85,35,274.61,45.184800177812576,-93.13785941340028,6897997379,274.545529953917,-0.06447004608298812,2021-06-04T12:57:42Z
107.95,2.995,129,85,36,274.63,45.184774193912745,-93.1378625985235,6897997379,274.54880184331796,-0.081198156682035,2021-06-04T12:57:43Z
110.75,2.995,129,85,37,274.66,45.1847489643842,-93.137863939628,6897997379,274.551935483871,-0.10806451612904766,2021-06-04T12:57:44Z
113.57,2.986,129,85,38,274.66,45.18472365103662,-93.13786528073253,6897997379,274.5547465437788,-0.1052534562212486,2021-06-04T12:57:45Z
116.33,2.976,129,85,39,274.67,45.1846987567842,-93.13786544837058,6897997379,274.556866359447,-0.11313364055303055,2021-06-04T12:57:46Z
