distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,0,78,0,0,311.92,44.57036476582289,-93.22697312571108,7261741446,311.4501919642857,-0.4698080357143226,2021-08-07T12:11:29Z
0,0,78,0,1,311.55,44.570405250415206,-93.22688243351875,7261741446,311.47446638655464,-0.0755336134453728,2021-08-07T12:11:30Z
0,3.275,78,0,2,311.17,44.570431150496006,-93.22682552039625,7261741446,311.4970753968254,0.32707539682536435,2021-08-07T12:11:31Z
0,3.275,77,94,3,311.01,44.57045235671103,-93.22680490091444,7261741446,311.51865789473686,0.5086578947368707,2021-08-07T12:11:32Z
0.95,3.275,77,94,4,311.01,44.57047834061086,-93.2267990335822,7261741446,311.53943928571425,0.5294392857142611,2021-08-07T12:11:33Z
0.95,3.303,77,91,5,311.08,44.57050574943423,-93.22677640244363,7261741446,311.5599421768707,0.47994217687073615,2021-08-07T12:11:34Z
2.68,3.546,77,91,6,311.08,44.57052410580218,-93.2267873827368,7261741446,311.5805292207792,0.5005292207792422,2021-08-07T12:11:35Z
4.93,3.583,77,91,7,311.28,44.57053944468498,-93.22680967859924,7261741446,311.6013757763975,0.3213757763975309,2021-08-07T12:11:36Z
7.35,3.546,77,91,8,311.28,44.570559142157435,-93.22683088481426,7261741446,311.62256845238096,0.34256845238098776,2021-08-07T12:11:37Z
11.89,3.527,78,90,9,311.61,44.57057439722121,-93.22688444517551,7261741446,311.6438942857143,0.033894285714268335,2021-08-07T12:11:38Z
11.89,3.49,78,90,10,311.61,44.57057439722121,-93.22688444517551,7261741446,311.6648434065934,0.0548434065933634,2021-08-07T12:11:39Z
14.11,3.462,78,90,11,311.61,44.57058127038181,-93.22691068053246,7261741446,311.6846111111111,0.0746111111110963,2021-08-07T12:11:40Z
16.66,3.452,78,91,12,311.7,44.57058965228498,-93.2269406877458,7261741446,311.7028137755102,0.0028137755102193296,2021-08-07T12:11:41Z
19.28,3.452,82,91,13,311.78,44.57059803418815,-93.22697161696853,7261741446,311.71907142857145,-0.06092857142851926,2021-08-07T12:11:42Z
22.02,3.462,82,91,14,311.85,44.57060440443456,-93.22700522840024,7261741446,311.73300714285716,-0.11699285714286134,2021-08-07T12:11:43Z
24.87,3.471,82,91,15,311.91,44.57061077468097,-93.22704018093646,7261741446,311.74410829493087,-0.16589170506915707,2021-08-07T12:11:44Z
28.12,3.48,86,90,16,311.9,44.570613792166114,-93.22708091698588,7261741446,311.7630138248848,-0.13698617511516886,2021-08-07T12:11:45Z
31.6,3.48,88,90,17,311.88,44.57061647437513,-93.22712450288236,7261741446,311.7814285714286,-0.09857142857140389,2021-08-07T12:11:46Z
34.96,3.508,89,90,18,311.86,44.570617228746414,-93.22716683149338,7261741446,311.79870967741937,-0.06129032258064626,2021-08-07T12:11:47Z
38.4,3.518,91,90,19,311.86,44.57061605527997,-93.22721016593276,7261741446,311.81437788018434,-0.04562211981567543,2021-08-07T12:11:48Z
41.91,3.536,93,92,20,311.91,44.570611864328384,-93.22725391946732,7261741446,311.83124423963136,-0.07875576036866505,2021-08-07T12:11:49Z
45.31,3.546,97,92,21,312.03,44.57060473971069,-93.22729557752608,7261741446,311.8481105990783,-0.18188940092164785,2021-08-07T12:11:50Z
48.61,3.546,101,91,22,312.1,44.57059493288398,-93.22733488865197,7261741446,311.8617050691244,-0.23829493087561104,2021-08-07T12:11:51Z
51.88,3.536,100,91,23,312.15,44.57058386877179,-93.22737327776848,7261741446,311.87179723502305,-0.27820276497692475,2021-08-07T12:11:52Z
55.17,3.518,100,90,24,312.18,44.57057531923056,-93.22741300798953,7261741446,311.8785253456221,-0.30147465437789833,2021-08-07T12:11:53Z
58.31,3.48,102,90,25,312.19,44.5705680269748,-93.227451229468,7261741446,311.88129032258064,-0.3087096774193583,2021-08-07T12:11:54Z
61.39,3.471,102,89,26,312.21,44.57055880688131,-93.22748785838483,7261741446,311.8800460829493,-0.32995391705065913,2021-08-07T12:11:55Z
64.65,3.462,102,89,27,312.23,44.570548916235566,-93.22752641513944,7261741446,311.8746543778802,-0.35534562211984166,2021-08-07T12:11:56Z
67.88,3.452,102,90,28,312.26,44.57053885795176,-93.22756455279888,7261741446,311.86460829493086,-0.39539170506913024,2021-08-07T12:11:57Z
71.01,3.452,102,90,29,312.17,44.570529805496335,-93.227601936087,7261741446,311.85211981566823,-0.3178801843317842,2021-08-07T12:11:58Z
73.94,3.443,103,90,30,312.12,44.570523016154766,-93.22763755917548,7261741446,311.8370967741935,-0.28290322580647853,2021-08-07T12:11:59Z
76.87,3.424,105,90,31,312.04,44.570516059175134,-93.22767318226396,7261741446,311.81981566820275,-0.22018433179727026,2021-08-07T12:12:00Z
79.98,3.406,106,90,32,311.93,44.57051245495677,-93.22771199047564,7261741446,311.80092165898617,-0.12907834101383742,2021-08-07T12:12:01Z
83.43,3.396,106,90,33,311.79,44.57051035948098,-93.22775532491504,7261741446,311.7805529953917,-0.00944700460831882,2021-08-07T12:12:02Z
86.65,3.396,107,90,34,311.68,44.57051488570869,-93.22779547423124,7261741446,311.7587557603687,0.07875576036866505,2021-08-07T12:12:03Z
89.69,3.396,109,89,35,311.59,44.57052326761186,-93.22783193551004,7261741446,311.73373271889403,0.14373271889405714,2021-08-07T12:12:04Z
92.73,3.424,107,87,36,311.63,44.57053600810468,-93.22786571457982,7261741446,311.7052534562212,0.07525345622121904,2021-08-07T12:12:05Z
95.68,3.424,108,87,37,311.56,44.57055822014809,-93.22788633406162,7261741446,311.6732718894009,0.11327188940089172,2021-08-07T12:12:06Z
98.58,3.424,110,87,38,311.66,44.57058194093406,-93.2279013376683,7261741446,311.6377880184332,-0.022211981566840677,2021-08-07T12:12:07Z
101.82,3.406,109,87,39,311.66,44.57060867920518,-93.22791785001756,7261741446,311.5988479262673,-0.06115207373272824,2021-08-07T12:12:08Z
108.38,3.406,109,87,40,311.52,44.57066492177546,-93.22794249281289,7261741446,311.55672811059907,0.03672811059908554,2021-08-07T12:12:09Z
108.38,3.415,110,87,41,311.52,44.57066492177546,-93.22794249281289,7261741446,311.5121198156682,-0.007880184331781948,2021-08-07T12:12:10Z
111.74,3.406,112,87,42,311.46,44.570695012807846,-93.2279465161264,7261741446,311.468202764977,0.008202764976999788,2021-08-07T12:12:11Z
114.96,3.406,112,87,43,311.39,44.57072384655475,-93.22795012034476,7261741446,311.42594470046083,0.035944700460845525,2021-08-07T12:12:12Z
118.21,3.406,112,87,44,311.39,44.57075318321586,-93.22795171290636,7261741446,311.3858525345622,-0.004147465437768005,2021-08-07T12:12:13Z
121.03,3.396,114,87,45,311.33,44.570778580382466,-93.2279512938112,7261741446,311.3489400921659,0.018940092165905753,2021-08-07T12:12:14Z
123.6,3.378,116,86,46,311.28,44.57080163061619,-93.2279476057738,7261741446,311.3161751152074,0.036175115207413455,2021-08-07T12:12:15Z
126.44,3.359,115,86,47,311.28,44.57082719542086,-93.22794559411705,7261741446,311.288202764977,0.008202764976999788,2021-08-07T12:12:16Z
