distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
1.72,0.998,82,58,0,254.53,44.98529663309455,-93.2338527403772,6044168228,254.3927336309524,-0.1372663690476088,2021-01-02T23:11:32Z
3.48,1.484,82,58,1,254.49,44.98528112657368,-93.23386564850809,6044168228,254.39198459383755,-0.0980154061624603,2021-01-02T23:11:33Z
5.7,1.708,81,58,2,254.49,44.98526377603412,-93.23388216085732,6044168228,254.39187433862435,-0.09812566137566137,2021-01-02T23:11:34Z
8.32,1.708,81,58,3,254.46,44.985244665294886,-93.23390169069172,6044168228,254.39177568922307,-0.06822431077694091,2021-01-02T23:11:35Z
11.72,1.903,80,91,4,254.46,44.985218178480864,-93.23392331600188,6044168228,254.39197261904764,-0.0680273809523726,2021-01-02T23:11:36Z
15.13,3.247,83,91,5,254.43,44.98519068583846,-93.23394225910306,6044168228,254.39242290249433,-0.03757709750567528,2021-01-02T23:11:37Z
17.94,3.247,85,89,6,254.4,44.98516931198537,-93.23396153748035,6044168228,254.39322186147186,-0.006778138528147792,2021-01-02T23:11:38Z
21.5,3.368,88,89,7,254.39,44.98513586819172,-93.23397243395448,6044168228,254.39413768115944,0.004137681159448903,2021-01-02T23:11:39Z
24.97,3.396,89,89,8,254.39,44.985107872635126,-93.23399196378888,6044168228,254.39569146825397,0.005691468253985477,2021-01-02T23:11:40Z
28.48,3.368,92,89,9,254.34,44.985077530145645,-93.23400562629104,6044168228,254.3978638095238,0.057863809523809095,2021-01-02T23:11:41Z
31.56,3.35,94,89,10,254.27,44.98505028896034,-93.2340124156326,6044168228,254.40047344322343,0.1304734432234227,2021-01-02T23:11:42Z
35.03,3.284,95,88,11,254.28,44.98502019792795,-93.2339991722256,6044168228,254.40347178130511,0.12347178130511338,2021-01-02T23:11:43Z
38,3.154,97,88,12,254.28,44.98499798588455,-93.23397796601056,6044168228,254.40671513605443,0.12671513605442897,2021-01-02T23:11:44Z
41.03,3.135,99,88,13,254.32,44.98498189263046,-93.2339468691498,6044168228,254.41007963875205,0.0900796387520586,2021-01-02T23:11:45Z
44.53,3.098,100,88,14,254.36,44.9849640391767,-93.23391015641393,6044168228,254.41364841269842,0.05364841269840781,2021-01-02T23:11:46Z
48.09,3.098,100,88,15,254.36,44.984946101903915,-93.23387268930674,6044168228,254.417079109063,0.057079109062982525,2021-01-02T23:11:47Z
51.58,3.135,102,88,16,254.42,44.98492791317403,-93.23383647948503,6044168228,254.4179662058372,-0.0020337941627985856,2021-01-02T23:11:48Z
55.09,3.172,103,89,17,254.4,44.98490922152996,-93.23380060493946,6044168228,254.41929339477727,0.01929339477726444,2021-01-02T23:11:49Z
58.58,3.21,103,89,18,254.43,44.984889859333634,-93.23376565240324,6044168228,254.42069124423963,-0.009308755760372378,2021-01-02T23:11:50Z
62.01,3.238,103,89,19,254.37,44.98487217351794,-93.23372994549572,6044168228,254.42216589861752,0.05216589861751686,2021-01-02T23:11:51Z
65.36,3.266,104,89,20,254.39,44.984855744987726,-93.23369415476918,6044168228,254.4241935483871,0.03419354838712252,2021-01-02T23:11:52Z
68.52,3.275,104,90,21,254.36,44.98484124429524,-93.23365945369004,6044168228,254.42654377880186,0.0665437788018437,2021-01-02T23:11:53Z
71.77,3.275,105,90,22,254.4,44.984827833250165,-93.23362274095416,6044168228,254.42935483870968,0.029354838709679143,2021-01-02T23:11:54Z
74.88,3.256,106,89,23,254.46,44.98481542803347,-93.23358736932278,6044168228,254.4327188940092,-0.02728110599079514,2021-01-02T23:11:55Z
78.02,3.238,106,89,24,254.46,44.984802436083555,-93.233551997691393,6044168228,254.43663594470047,-0.023364055299538222,2021-01-02T23:11:56Z
80.94,3.228,107,89,25,254.46,44.98479229398072,-93.23351779952644,6044168228,254.4410599078341,-0.018940092165905753,2021-01-02T23:11:57Z
83.96,3.219,107,89,26,254.49,44.98478131368756,-93.2334827631712,6044168228,254.44562211981568,-0.04437788018432798,2021-01-02T23:11:58Z
86.83,3.191,109,89,27,254.52,44.984772596508265,-93.23344848118722,6044168228,254.4500921658986,-0.06990783410140011,2021-01-02T23:11:59Z
89.71,3.172,109,89,28,254.47,44.98476170003414,-93.2334153726697,6044168228,254.4542396313364,-0.015760368663592317,2021-01-02T23:12:00Z
92.69,3.154,109,90,29,254.51,44.98474736697972,-93.2333834376186,6044168228,254.45774193548388,-0.052258064516109926,2021-01-02T23:12:01Z
95.73,3.135,110,91,30,254.55,44.98473378829658,-93.23334991000593,6044168228,254.46027649769584,-0.08972350230416737,2021-01-02T23:12:02Z
98.74,3.126,110,91,31,254.53,44.98472222127021,-93.23331529274584,6044168228,254.46138248847927,-0.0686175115207277,2021-01-02T23:12:03Z
101.74,3.126,110,91,32,254.55,44.98470881022513,-93.23328235186636,6044168228,254.46138248847927,-0.08861751152073793,2021-01-02T23:12:04Z
104.62,3.126,110,89,33,254.51,44.98469481244683,-93.23325159028172,6044168228,254.46032258064517,-0.04967741935482195,2021-01-02T23:12:05Z
107.69,3.116,110,89,34,254.52,44.98467997647822,-93.23321856558324,6044168228,254.4584331797235,-0.061566820276510725,2021-01-02T23:12:06Z
110.49,3.107,110,88,35,254.52,44.984668493270874,-93.23318696580829,6044168228,254.45562211981567,-0.06437788018433821,2021-01-02T23:12:07Z
113.16,3.107,112,88,36,254.46,44.98465717770159,-93.233157210052,6044168228,254.45188940092166,-0.008110599078349878,2021-01-02T23:12:08Z
115.63,3.088,113,88,37,254.49,44.98464720323682,-93.23312921449542,6044168228,254.44709677419354,-0.042903225806469436,2021-01-02T23:12:09Z
118.35,3.06,115,88,38,254.51,44.98463521711528,-93.23309912346303,6044168228,254.44138248847926,-0.0686175115207277,2021-01-02T23:12:10Z
121.23,3.032,117,88,39,254.52,44.98462147079408,-93.2330678589642,6044168228,254.43433179723502,-0.08566820276499243,2021-01-02T23:12:11Z
