distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
1.81,0.774,83,0,0,268.55,44.984758011996746,-93.201032392680645,6904074409,268.4675550595238,-0.08244494047619355,2021-06-05T12:13:20Z
3.9,0,83,61,1,268.55,44.98473906889558,-93.20103582926096,6904074409,268.473581232493,-0.07641876750699339,2021-06-05T12:13:21Z
6.37,1.474,85,61,2,268.51,44.984716856852174,-93.2010346557945,6904074409,268.4824298941799,-0.02757010582007524,2021-06-05T12:13:22Z
9.26,1.857,87,61,3,268.46,44.98469087295234,-93.20103448815644,6904074409,268.49395614035086,0.033956140350881014,2021-06-05T12:13:23Z
12.2,2.37,87,61,4,268.46,44.984664637595415,-93.20102870464324,6904074409,268.5074011904762,0.04740119047619373,2021-06-05T12:13:24Z
15.64,2.715,89,87,5,268.42,44.98463412746787,-93.20102149620652,6904074409,268.52228684807255,0.10228684807253785,2021-06-05T12:13:25Z
19.33,2.715,92,87,6,268.47,44.98460185714066,-93.20101001299918,6904074409,268.5379621212121,0.06796212121207645,2021-06-05T12:13:26Z
22.72,3.639,94,89,7,268.43,44.98457260429859,-93.2009981945157,6904074409,268.5546966873706,0.12469668737060147,2021-06-05T12:13:27Z
26.13,3.639,96,89,8,268.4,44.98454259708524,-93.20098855532706,6904074409,268.5717628968254,0.17176289682544166,2021-06-05T12:13:28Z
29.22,3.602,98,89,9,268.51,44.98451535589993,-93.2009810116142,6904074409,268.58900666666665,0.07900666666665757,2021-06-05T12:13:29Z
32.27,3.415,98,89,10,268.46,44.98448794707656,-93.2009791675955,6904074409,268.6065173992674,0.14651739926739538,2021-06-05T12:13:30Z
35.37,3.21,100,88,11,268.42,44.98446011915803,-93.2009757310152,6904074409,268.62463580246913,0.20463580246911306,2021-06-05T12:13:31Z
38.65,3.182,103,87,12,268.41,44.9844304472208,-93.20097564719616,6904074409,268.64334778911564,0.23334778911561216,2021-06-05T12:13:32Z
41.92,3.182,105,87,13,268.41,44.98440102674067,-93.20097355172038,6904074409,268.66239490968803,0.2523949096880074,2021-06-05T12:13:33Z
45.28,3.219,106,87,14,268.43,44.98437060043216,-93.20097321644424,6904074409,268.68179126984126,0.2517912698412488,2021-06-05T12:13:34Z
48.63,3.228,108,87,15,268.48,44.98434042558074,-93.2009736355394,6904074409,268.7023786482335,0.2223786482334731,2021-06-05T12:13:35Z
51.89,3.256,109,87,16,268.56,44.98431100510061,-93.2009746413678,6904074409,268.7304316436252,0.17043164362519292,2021-06-05T12:13:36Z
54.93,3.275,111,88,17,268.67,44.98428368009627,-93.20097489282487,6904074409,268.76106758832566,0.0910675883256431,2021-06-05T12:13:37Z
58.27,3.275,112,88,18,268.67,44.98425350524485,-93.20097615011036,6904074409,268.79456221198154,0.12456221198152662,2021-06-05T12:13:38Z
61.5,3.275,113,88,19,268.77,44.98422450385988,-93.20097346790136,6904074409,268.83082949308755,0.060829493087567243,2021-06-05T12:13:39Z
64.56,3.275,113,87,20,268.85,44.98419692739844,-93.20097078569232,6904074409,268.87032258064517,0.020322580645142807,2021-06-05T12:13:40Z
67.77,3.275,114,87,21,268.91,44.98416792601347,-93.2009722944349,6904074409,268.9135483870968,0.0035483870967709663,2021-06-05T12:13:41Z
70.87,3.266,115,87,22,268.91,44.98414001427591,-93.20097271353006,6904074409,268.95972350230414,0.04972350230411848,2021-06-05T12:13:42Z
74.1,3.256,115,87,23,268.96,44.98411084525287,-93.2009722944349,6904074409,269.00884792626726,0.0488479262672854,2021-06-05T12:13:43Z
77.22,3.256,116,87,24,269,44.98408276587725,-93.20096977986395,6904074409,269.0614746543779,0.06147465437788924,2021-06-05T12:13:44Z
80.34,3.247,116,87,25,269.06,44.98405451886356,-93.20096944458784,6904074409,269.11760368663596,0.057603686635957274,2021-06-05T12:13:45Z
83.39,3.238,118,87,26,269.06,44.98402711004019,-93.20096634328364,6904074409,269.1769124423963,0.1169124423963126,2021-06-05T12:13:46Z
86.41,3.238,120,86,27,269.12,44.98399995267391,-93.20096609182656,6904074409,269.240599078341,0.12059907834100159,2021-06-05T12:13:47Z
89.59,3.228,121,86,28,269.2,44.983971202746034,-93.20096734911203,6904074409,269.3077419354839,0.10774193548388666,2021-06-05T12:13:48Z
92.67,3.228,122,86,29,269.27,44.983943458646536,-93.20096843875945,6904074409,269.37857142857143,0.10857142857145163,2021-06-05T12:13:49Z
95.96,3.228,123,86,30,269.33,44.98391378670931,-93.2009656727314,6904074409,269.4529953917051,0.12299539170510343,2021-06-05T12:13:50Z
99.39,3.219,123,86,31,269.33,44.9838831089437,-93.20096139796078,6904074409,269.5300460829493,0.20004608294931359,2021-06-05T12:13:51Z
102.44,3.219,124,86,32,269.4,44.983856370672584,-93.20095259696244,6904074409,269.6091244239631,0.20912442396314646,2021-06-05T12:13:52Z
105.23,3.219,124,86,33,269.59,44.98383189551532,-93.20094413124023,6904074409,269.6904608294931,0.10046082949310176,2021-06-05T12:13:53Z
108.04,3.219,124,86,34,269.59,44.9838070012629,-93.20093809626997,6904074409,269.7729953917051,0.1829953917051057,2021-06-05T12:13:54Z
110.86,3.2,124,86,35,269.68,44.98378193937242,-93.20093172602355,6904074409,269.8574193548387,0.17741935483871885,2021-06-05T12:13:55Z
113.83,3.182,124,86,36,269.79,44.9837552011013,-93.20092837326229,6904074409,269.94354838709677,0.15354838709674823,2021-06-05T12:13:56Z
116.89,3.163,125,86,37,269.91,44.98372779227793,-93.20092636160553,6904074409,270.0310599078341,0.1210599078340806,2021-06-05T12:13:57Z
119.81,3.154,126,85,38,269.91,44.983701556921005,-93.2009234279394,6904074409,270.1201382488479,0.21013824884789756,2021-06-05T12:13:58Z
122.68,3.144,127,85,39,270.06,44.9836759082973,-93.2009191531688,6904074409,270.21119815668203,0.15119815668202818,2021-06-05T12:13:59Z
125.78,3.135,128,85,40,270.23,44.98364791274071,-93.20091898553072,6904074409,270.30423963133643,0.0742396313364111,2021-06-05T12:14:00Z
128.48,3.126,129,85,41,270.23,44.98362343758345,-93.20092619396746,6904074409,270.3985714285714,0.16857142857139706,2021-06-05T12:14:01Z
131.37,3.126,129,85,42,270.4,44.983597453683615,-93.20092292502522,6904074409,270.49377880184335,0.09377880184337073,2021-06-05T12:14:02Z
134.21,3.116,130,85,43,270.54,44.98357138596475,-93.20092166773976,6904074409,270.5898156682028,0.04981566820276839,2021-06-05T12:14:03Z
137.15,3.107,131,86,44,270.54,44.983544647693634,-93.20091739296912,6904074409,270.6875576036866,0.1475576036866073,2021-06-05T12:14:04Z
140.12,3.098,129,86,45,270.86,44.98351908288896,-93.20090448483823,6904074409,270.78709677419357,-0.07290322580644215,2021-06-05T12:14:05Z
142.75,3.088,128,87,46,270.89,44.983501145616174,-93.2008821889758,6904074409,270.88760368663594,-0.0023963133640449996,2021-06-05T12:14:06Z
145,3.088,131,87,47,271.08,44.98349083587527,-93.2008567918092,6904074409,270.9899539170507,-0.09004608294929994,2021-06-05T12:14:07Z
147.26,3.088,133,87,48,271.22,44.9834858905524,-93.2008287962526,6904074409,271.0945161290323,-0.1254838709677415,2021-06-05T12:14:08Z
149.39,3.07,133,88,49,271.22,44.983484046533704,-93.20080172270536,6904074409,271.2010599078341,-0.018940092165905753,2021-06-05T12:14:09Z
151.67,3.06,135,88,50,271.34,44.98348354361951,-93.2007727213204,6904074409,271.3092626728111,-0.030737327188887775,2021-06-05T12:14:10Z
154.37,3.042,135,88,51,271.47,44.98348136432469,-93.20073869079351,6904074409,271.4189400921659,-0.05105990783414427,2021-06-05T12:14:11Z
157.12,3.032,136,88,52,271.6,44.98347943648696,-93.20070382207632,6904074409,271.52967741935487,-0.07032258064515418,2021-06-05T12:14:12Z
160.07,3.032,135,87,53,271.73,44.98347365297377,-93.20066719315946,6904074409,271.6416129032258,-0.08838709677422685,2021-06-05T12:14:13Z
162.96,3.032,134,87,54,271.85,44.98346862383187,-93.20063123479486,6904074409,271.75428571428574,-0.09571428571427987,2021-06-05T12:14:14Z
165.76,3.042,136,86,55,271.85,44.98346334323287,-93.20059653371572,6904074409,271.8669124423963,0.016912442396289862,2021-06-05T12:14:15Z
168.41,3.042,136,86,56,271.95,44.98346133157611,-93.200562922284007,6904074409,271.9795852534562,0.029585253456218652,2021-06-05T12:14:16Z
170.97,3.051,137,86,57,272.06,44.98346082866192,-93.20053056813776,6904074409,272.09294930875575,0.03294930875574664,2021-06-05T12:14:17Z
173.41,3.051,138,85,58,272.17,44.98346149921417,-93.20049955509604,6904074409,272.2058525345622,0.035852534562195615,2021-06-05T12:14:18Z
175.97,3.051,139,85,59,272.17,44.98346426524222,-93.20046736858784,6904074409,272.3182949308756,0.1482949308755792,2021-06-05T12:14:19Z
178.75,3.06,139,85,60,272.28,44.983464600518346,-93.2004320807755,6904074409,272.42981566820276,0.14981566820279113,2021-06-05T12:14:20Z
181.72,3.088,139,85,61,272.4,44.98346837237477,-93.20039452984928,6904074409,272.53940092165897,0.13940092165898932,2021-06-05T12:14:21Z
184.72,3.079,140,85,62,272.55,44.98346921056509,-93.20035639218986,6904074409,272.6479723502304,0.09797235023040685,2021-06-05T12:14:22Z
187.87,3.079,140,85,63,272.68,44.98346979729831,-93.20031649433076,6904074409,272.75589861751155,0.07589861751154103,2021-06-05T12:14:23Z
190.88,3.051,140,85,64,272.8,44.98347063548863,-93.20027844049037,6904074409,272.86239631336406,0.06239631336404727,2021-06-05T12:14:24Z
194.11,3.042,141,85,65,273.04,44.98347273096442,-93.20023745298386,6904074409,272.96801843317974,-0.07198156682028412,2021-06-05T12:14:25Z
197.17,3.023,141,85,66,273.13,44.98347440734506,-93.20019856095314,6904074409,273.07317972350234,-0.056820276497660416,2021-06-05T12:14:26Z
200.04,3.014,140,85,67,273.23,44.98347423970699,-93.20016218349338,6904074409,273.17880184331796,-0.05119815668206229,2021-06-05T12:14:27Z
202.91,3.004,141,85,68,273.34,44.98347457498312,-93.20012572221458,6904074409,273.28552995391703,-0.05447004608294037,2021-06-05T12:14:28Z
205.85,2.995,141,85,69,273.45,44.983472814783454,-93.20008859038352,6904074409,273.3941013824885,-0.05589861751150238,2021-06-05T12:14:29Z
208.9,2.976,141,85,70,273.57,44.98347273096442,-93.20004986599088,6904074409,273.505069124424,-0.0649308755760103,2021-06-05T12:14:30Z
211.88,2.967,139,86,71,273.7,44.98347298242152,-93.20001206360756,6904074409,273.61820276497696,-0.08179723502303204,2021-06-05T12:14:31Z
214.59,2.967,139,87,72,273.84,44.98347407206893,-93.1999777816236,6904074409,273.73511520737327,-0.1048847926267058,2021-06-05T12:14:32Z
217.1,2.958,139,87,73,273.84,44.98347667045891,-93.19994601421058,6904074409,273.8550230414747,0.015023041474705678,2021-06-05T12:14:33Z
220.08,2.958,138,87,74,273.99,44.98347658663988,-93.19990821182728,6904074409,273.97829493087556,-0.0117050691244458,2021-06-05T12:14:34Z
223.2,2.948,138,87,75,274.12,44.98347817920149,-93.19986856542528,6904074409,274.10557603686635,-0.014423963133651796,2021-06-05T12:14:35Z
226.2,2.948,138,87,76,274.3,44.98347851447761,-93.19983059540392,6904074409,274.2353917050691,-0.06460829493090614,2021-06-05T12:14:36Z
229.05,2.939,137,87,77,274.3,44.983476251363754,-93.19979455322029,6904074409,274.36797235023045,0.06797235023043413,2021-06-05T12:14:37Z
232.18,2.939,137,86,78,274.35,44.98346879146993,-93.19975616410376,6904074409,274.5041935483871,0.15419354838707022,2021-06-05T12:14:38Z
235.63,2.93,137,86,79,274.41,44.98345437459648,-93.19971752353013,6904074409,274.6419815668203,0.23198156682025228,2021-06-05T12:14:39Z
239.31,2.93,137,86,80,274.44,44.98343501240015,-93.19967955350876,6904074409,274.7821658986175,0.3421658986175089,2021-06-05T12:14:40Z
242.95,2.93,138,86,81,274.65,44.98341338708997,-93.1996447686106,6904074409,274.9246543778802,0.27465437788021063,2021-06-05T12:14:41Z
246.39,2.939,138,86,82,274.74,44.9833910074085,-93.19961459375918,6904074409,275.0681566820277,0.328156682027668,2021-06-05T12:14:42Z
249.81,2.948,138,87,83,274.85,44.98336812481284,-93.19958576001228,6904074409,275.2146082949309,0.36460829493086067,2021-06-05T12:14:43Z
253.38,2.958,138,87,84,275.04,44.98334163799882,-93.19956011138856,6904074409,275.3622119815668,0.3222119815667952,2021-06-05T12:14:44Z
256.89,2.967,135,87,85,275.22,44.98331624083221,-93.19953362457454,6904074409,275.5109216589862,0.2909216589861785,2021-06-05T12:14:45Z
260.21,2.976,134,86,86,275.28,44.9832908436656,-93.19951141253114,6904074409,275.66129032258067,0.3812903225806963,2021-06-05T12:14:46Z
263.46,2.986,134,86,87,275.57,44.983266619965434,-93.19948836229742,6904074409,275.8136866359447,0.24368663594469808,2021-06-05T12:14:47Z
266.71,2.986,136,86,88,275.89,44.98324264772236,-93.19946464151144,6904074409,275.9688940092166,0.07889400921663992,2021-06-05T12:14:48Z
270.09,2.995,138,85,89,275.91,44.983217837288976,-93.19943983107804,6904074409,276.1278341013825,0.21783410138249337,2021-06-05T12:14:49Z
272.95,3.004,141,85,90,276.24,44.98319772072136,-93.19941719993948,6904074409,276.2887096774194,0.04870967741936738,2021-06-05T12:14:50Z
276.12,3.004,142,86,91,276.24,44.98317458666861,-93.19939347915351,6904074409,276.45341013824884,0.21341013824883248,2021-06-05T12:14:51Z
279.18,3.004,143,86,92,276.5,44.98315396718681,-93.1993678305298,6904074409,276.6226267281106,0.12262672811061748,2021-06-05T12:14:52Z
282.63,3.004,144,86,93,276.85,44.983128402382135,-93.19934302009642,6904074409,276.7957603686636,-0.054239631336429284,2021-06-05T12:14:53Z
285.66,3.004,146,85,94,276.85,44.983105435967445,-93.19932223297656,6904074409,276.97235023041475,0.12235023041472459,2021-06-05T12:14:54Z
288.72,3.014,145,85,95,277.23,44.983082888647914,-93.19930002093317,6904074409,277.15170506912443,-0.07829493087558603,2021-06-05T12:14:55Z
292.18,3.014,145,86,96,277.57,44.9830577429384,-93.19927420467138,6904074409,277.33442396313364,-0.2355760368663482,2021-06-05T12:14:56Z
295.66,3.014,146,86,97,277.54,44.98303125612438,-93.19925065152349,6904074409,277.52009216589863,-0.019907834101388744,2021-06-05T12:14:57Z
299.04,3.023,146,86,98,277.71,44.983005188405514,-93.1992285232991,6904074409,277.7087096774194,-0.0012903225805871443,2021-06-05T12:14:58Z
302.22,3.023,147,86,99,277.94,44.98298255726695,-93.19920388050376,6904074409,277.90138248847927,-0.038617511520726566,2021-06-05T12:14:59Z
305.2,3.032,148,85,100,277.97,44.98296135105193,-93.19918074645102,6904074409,278.09953917050694,0.12953917050691643,2021-06-05T12:15:00Z
308.2,3.032,147,85,101,278.38,44.98294106684625,-93.19915551692247,6904074409,278.30055299539174,-0.07944700460825516,2021-06-05T12:15:01Z
311.21,3.042,148,85,102,278.38,44.98292036354542,-93.19913062267004,6904074409,278.5036866359447,0.12368663594469353,2021-06-05T12:15:02Z
314.12,3.042,148,85,103,278.61,44.98289831914008,-93.1991109251976,6904074409,278.70663594470045,0.0966359447004379,2021-06-05T12:15:03Z
317.2,3.042,148,85,104,278.61,44.98287493363023,-93.19908988662064,6904074409,278.91023041474654,0.30023041474652246,2021-06-05T12:15:04Z
320.35,3.042,148,85,105,278.91,44.98285003937781,-93.19907060824336,6904074409,279.111935483871,0.2019354838709546,2021-06-05T12:15:05Z
323.45,3.051,148,85,106,279.33,44.982825983315706,-93.1990506593138,6904074409,279.3087557603687,-0.021244239631300843,2021-06-05T12:15:06Z
326.91,3.051,149,85,107,279.63,44.98279916122556,-93.19902827963232,6904074409,279.49967741935484,-0.13032258064515645,2021-06-05T12:15:07Z
330.03,3.051,150,85,108,279.53,44.98277426697314,-93.19900983944537,6904074409,279.68635944700463,0.15635944700466098,2021-06-05T12:15:08Z
332.92,3.051,150,85,109,279.86,44.98275079764426,-93.1989940814674,6904074409,279.8679262672811,0.007926267281106902,2021-06-05T12:15:09Z
336.08,3.051,150,85,110,280.16,44.9827242270112,-93.19897991605104,6904074409,280.0467741935484,-0.11322580645162361,2021-06-05T12:15:10Z
339.47,3.051,151,86,111,280.06,44.982696399092674,-93.1989621464163,6904074409,280.2221658986175,0.16216589861750208,2021-06-05T12:15:11Z
342.8,3.051,151,86,112,280.32,44.98266848735511,-93.1989468075335,6904074409,280.3946082949309,0.07460829493089705,2021-06-05T12:15:12Z
346.07,3.051,151,86,113,280.55,44.98264007270336,-93.19893549196422,6904074409,280.56562211981566,0.015622119815645874,2021-06-05T12:15:13Z
349.31,3.051,152,86,114,280.91,44.98261115513742,-93.19893004372716,6904074409,280.7340552995392,-0.17594470046083188,2021-06-05T12:15:14Z
352.53,3.06,152,86,115,280.91,44.982582572847605,-93.19892367348076,6904074409,280.90064516129036,-0.009354838709668911,2021-06-05T12:15:15Z
355.92,3.06,152,86,116,281.37,44.98255206272006,-93.19892208091916,6904074409,281.06603686635947,-0.3039631336405364,2021-06-05T12:15:16Z
359.4,3.06,151,85,117,281.91,44.98252088204026,-93.19891814142466,6904074409,281.2298617511521,-0.6801382488479248,2021-06-05T12:15:17Z
362.95,3.06,151,85,118,282.38,44.982489282265306,-93.1989108491689,6904074409,281.3915207373272,-0.9884792626727972,2021-06-05T12:15:18Z
366.21,3.07,151,84,119,282.18,44.982460867613554,-93.198900539428,6904074409,281.5508294930876,-0.6291705069124305,2021-06-05T12:15:19Z
369.47,3.079,151,84,120,282.18,44.9824327044189,-93.1988888885826,6904074409,281.70663594470045,-0.4733640552995553,2021-06-05T12:15:20Z
372.84,3.079,151,84,121,282.26,44.982403200119734,-93.19887857884169,6904074409,281.86073732718893,-0.3992626728110622,2021-06-05T12:15:21Z
376.32,3.079,150,84,122,282.25,44.98237285763025,-93.19886785000564,6904074409,282.01235023041477,-0.2376497695852322,2021-06-05T12:15:22Z
379.81,3.079,150,83,123,282.24,44.9823428504169,-93.198854858055725,6904074409,282.161198156682,-0.07880184331799,2021-06-05T12:15:23Z
383.42,3.088,150,83,124,282.42,44.982312424108386,-93.19883884862064,6904074409,282.30686635944704,-0.1131336405529737,2021-06-05T12:15:24Z
386.89,3.088,150,84,125,282.38,44.98228367418051,-93.19882149808107,6904074409,282.45032258064515,0.07032258064515418,2021-06-05T12:15:25Z
390.32,3.098,150,84,126,282.6,44.98225634917617,-93.19880154915154,6904074409,282.59225806451616,-0.0077419354838639265,2021-06-05T12:15:26Z
393.69,3.098,150,85,127,282.73,44.982229862362146,-93.19878051057458,6904074409,282.7322119815668,0.0022119815668020237,2021-06-05T12:15:27Z
396.94,3.098,151,85,128,282.97,44.98220270499587,-93.19876517169178,6904074409,282.8705069124424,-0.09949308755761876,2021-06-05T12:15:28Z
400.27,3.107,151,85,129,282.97,44.982174038887024,-93.19875293411314,6904074409,283.00589861751155,0.03589861751152057,2021-06-05T12:15:29Z
403.5,3.107,151,85,130,283.04,44.98214587569237,-93.19874212145804,6904074409,283.13714285714286,0.09714285714284188,2021-06-05T12:15:30Z
407.24,3.116,151,84,131,283.23,44.98211419209838,-93.19872653111815,6904074409,283.2621198156682,0.03211981566818167,2021-06-05T12:15:31Z
410.6,3.116,152,84,132,283.35,44.982087537646294,-93.19870616309343,6904074409,283.3824884792627,0.032488479262667624,2021-06-05T12:15:32Z
413.9,3.126,152,84,133,283.35,44.9820613861084,-93.19868613034488,6904074409,283.49847926267284,0.1484792626728222,2021-06-05T12:15:33Z
416.83,3.126,152,84,134,283.51,44.9820370785892,-93.1986717134714,6904074409,283.6110138248848,0.10101382488483068,2021-06-05T12:15:34Z
419.65,3.126,153,85,135,283.7,44.98201210051775,-93.19866442121564,6904074409,283.7199078341014,0.019907834101388744,2021-06-05T12:15:35Z
422.51,3.126,153,85,136,283.7,44.981986451894045,-93.19866157136858,6904074409,283.82815668202767,0.12815668202767938,2021-06-05T12:15:36Z
425.48,3.116,153,85,137,283.92,44.98195988126099,-93.19865746423602,6904074409,283.9367741935484,0.01677419354837184,2021-06-05T12:15:37Z
428.6,3.116,154,84,138,284.13,44.98193230479956,-93.19864983670412,6904074409,284.0485253456221,-0.08147465437787105,2021-06-05T12:15:38Z
431.37,3.116,154,85,139,284.13,44.98190808109939,-93.19864187389612,6904074409,284.1621198156682,0.03211981566818167,2021-06-05T12:15:39Z
434.05,3.116,154,85,140,284.29,44.9818851146847,-93.19863156415522,6904074409,284.2765898617512,-0.01341013824884385,2021-06-05T12:15:40Z
436.83,3.107,153,86,141,284.46,44.98186030425131,-93.19862645119429,6904074409,284.3915668202765,-0.0684331797234563,2021-06-05T12:15:41Z
439.57,3.107,153,86,142,284.46,44.98183582909405,-93.19862125441432,6904074409,284.50718894009213,0.04718894009215546,2021-06-05T12:15:42Z
442.47,3.098,152,86,143,284.63,44.98181001283229,-93.19861572235824,6904074409,284.6221658986175,-0.007834101382513836,2021-06-05T12:15:43Z
446.17,3.098,152,86,144,284.81,44.98177858069539,-93.19860021583736,6904074409,284.73709677419356,-0.07290322580644215,2021-06-05T12:15:44Z
449.55,3.098,152,85,145,284.98,44.981749495491385,-93.19858806207776,6904074409,284.8510138248848,-0.12898617511524435,2021-06-05T12:15:45Z
452.77,3.098,152,85,146,285.15,44.98172141611576,-93.19857750087976,6904074409,284.96396313364056,-0.18603686635941585,2021-06-05T12:15:46Z
456.23,3.098,152,85,147,285.17,44.981691325083375,-93.19856559857726,6904074409,285.0761751152074,-0.09382488479263884,2021-06-05T12:15:47Z
459.7,3.098,152,84,148,285.31,44.98166089877486,-93.19855587556958,6904074409,285.1878801843318,-0.1221198156682135,2021-06-05T12:15:48Z
463.03,3.098,152,84,149,285.42,44.98163147829473,-93.19854833185671,6904074409,285.2992165898617,-0.1207834101383014,2021-06-05T12:15:49Z
466.46,3.107,152,84,150,285.49,44.981600968167186,-93.19854154251516,6904074409,285.4094930875576,-0.08050691244238806,2021-06-05T12:15:50Z
469.49,3.107,152,84,151,285.49,44.98157372698188,-93.1985392794013,6904074409,285.51981566820274,0.02981566820272974,2021-06-05T12:15:51Z
472.53,3.107,152,84,152,285.58,44.98154631815851,-93.1985379382968,6904074409,285.6300460829493,0.050046082949336324,2021-06-05T12:15:52Z
475.46,3.107,152,84,153,285.7,44.98152008280158,-93.19853492081164,6904074409,285.7402304147465,0.04023041474653155,2021-06-05T12:15:53Z
478.37,3.107,152,84,154,285.9,44.981495356187224,-93.198522599414,6904074409,285.8503225806451,-0.04967741935485037,2021-06-05T12:15:54Z
481.44,3.107,152,84,155,285.9,44.981469037011266,-93.19851052947342,6904074409,285.9599539170507,0.05995391705073416,2021-06-05T12:15:55Z
484.25,3.107,153,83,156,286.1,44.9814448133111,-93.19850063882768,6904074409,286.06811059907835,-0.031889400921670585,2021-06-05T12:15:56Z
486.87,3.107,154,83,157,286.31,44.98142151162028,-93.1984956935048,6904074409,286.17557603686635,-0.13442396313365634,2021-06-05T12:15:57Z
489.83,3.098,154,83,158,286.23,44.98139536008239,-93.19848848506808,6904074409,286.2806912442396,0.050691244239601474,2021-06-05T12:15:58Z
492.7,3.098,154,84,159,286.4,44.98136971145868,-93.19848471321166,6904074409,286.3832258064516,-0.01677419354837184,2021-06-05T12:15:59Z
495.4,3.098,154,84,160,286.56,44.98134557157755,-93.19847993552683,6904074409,286.48345622119814,-0.07654377880186303,2021-06-05T12:16:00Z
498.63,3.088,154,86,161,286.56,44.98131673783064,-93.19847440347075,6904074409,286.5818894009216,0.021889400921622837,2021-06-05T12:16:01Z
501.59,3.088,155,86,162,286.7,44.98129075393081,-93.19846635684372,6904074409,286.67870967741936,-0.021290322580625798,2021-06-05T12:16:02Z
504.6,3.088,155,86,163,286.85,44.98126409947872,-93.19845906458796,6904074409,286.7730875576037,-0.07691244239634898,2021-06-05T12:16:03Z
507.53,3.079,155,85,164,286.85,44.98123819939792,-93.19845277816056,6904074409,286.86548387096775,0.015483870967727853,2021-06-05T12:16:04Z
510.45,3.079,155,85,165,286.85,44.98121221549809,-93.19844657555224,6904074409,286.95649769585253,0.10649769585251079,2021-06-05T12:16:05Z
513.86,3.079,155,85,166,287.02,44.981181705370545,-93.19844154641032,6904074409,287.045529953917,0.025529953917043713,2021-06-05T12:16:06Z
516.75,3.07,155,85,167,287.21,44.981155805289745,-93.19843928329648,6904074409,287.1316129032258,-0.0783870967741791,2021-06-05T12:16:07Z
519.61,3.07,155,85,168,287.21,44.98113007284701,-93.19843794219196,6904074409,287.2152534562212,0.005253456221225861,2021-06-05T12:16:08Z
525.33,3.06,155,85,169,287.61,44.981079110875726,-93.19842738099396,6904074409,287.29599078341016,-0.31400921658985226,2021-06-05T12:16:09Z
525.33,3.06,155,84,170,287.61,44.981079110875726,-93.19842738099396,6904074409,287.37400921658985,-0.2359907834101591,2021-06-05T12:16:10Z
528.4,3.06,155,84,171,287.78,44.981051702052355,-93.19842251949012,6904074409,287.4494470046083,-0.33055299539165617,2021-06-05T12:16:11Z
531.66,3.06,155,84,172,287.78,44.981022365391254,-93.19842075929046,6904074409,287.5218894009217,-0.25811059907829303,2021-06-05T12:16:12Z
