distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
2.3,0.103,97,58,0,273.99,45.04075608216226,-93.14999364316463,7364139277,275.72519642857145,1.7351964285714416,2021-08-24T20:59:24Z
5.2,2.025,101,58,2,274.14,45.0407627876848,-93.149957600981,7364139277,275.84052100840336,1.7005210084033706,2021-08-24T20:59:26Z
8.35,2.025,103,89,3,274.23,45.04076614044607,-93.149917954579,7364139277,275.9566031746032,1.7266031746031558,2021-08-24T20:59:27Z
12.29,2.221,103,89,4,274.48,45.04076639190316,-93.1498679984361,7364139277,276.07219548872183,1.5921954887218135,2021-08-24T20:59:28Z
16.42,3.275,106,89,5,274.74,45.04076521843672,-93.14981552772224,7364139277,276.18794285714284,1.4479428571428343,2021-08-24T20:59:29Z
24.57,3.91,107,89,7,275.42,45.04075784236193,-93.1497125979513,7364139277,276.30450340136053,0.8845034013605186,2021-08-24T20:59:31Z
24.57,3.91,107,89,8,275.42,45.04075784236193,-93.1497125979513,7364139277,276.4223506493507,1.0023506493506602,2021-08-24T20:59:32Z
28.9,3.928,108,88,9,275.55,45.04075172357261,-93.14965828321874,7364139277,276.5428695652174,0.9928695652174042,2021-08-24T20:59:33Z
32.84,4.022,109,87,10,275.68,45.04074828699231,-93.14960841089488,7364139277,276.6645357142857,0.9845357142856983,2021-08-24T20:59:34Z
36.73,4.022,110,87,11,276.04,45.040750382468104,-93.1495590414852,7364139277,276.78698285714285,0.7469828571428252,2021-08-24T20:59:35Z
40.81,3.91,111,87,12,276.22,45.04075004719198,-93.1495072413236,7364139277,276.91001098901097,0.6900109890109434,2021-08-24T20:59:36Z
44.71,3.91,112,87,13,276.55,45.04074962809682,-93.14945770427585,7364139277,277.0336613756614,0.48366137566137013,2021-08-24T20:59:37Z
48.49,3.891,113,87,14,276.73,45.040749460458755,-93.1494097597897,7364139277,277.15817346938775,0.4281734693877297,2021-08-24T20:59:38Z
52.55,3.891,115,86,15,276.94,45.04074728116393,-93.14935829490425,7364139277,277.2851822660099,0.34518226600988555,2021-08-24T20:59:39Z
56.39,3.826,115,86,16,277.38,45.04074711352587,-93.1493095960468,7364139277,277.41247571428573,0.03400952380951594,2021-08-24T20:59:40Z
59.92,3.816,117,86,17,277.57,45.040751891210675,-93.14926525577904,7364139277,277.5401281105991,-0.026903225806449882,2021-08-24T20:59:41Z
63.41,3.816,119,86,18,277.71,45.04075507633388,-93.14922116696836,7364139277,277.7785976958525,0.0730506912442479,2021-08-24T20:59:42Z
