distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,1.614,70,61,0,254.68,44.98537693172693,-93.23389565572144,6237492250,254.42843898809525,-0.2515610119047551,2021-02-07T20:49:39Z
6.95,2.351,72,61,1,254.57,44.9852938670665,-93.23389833793044,6237492250,254.42895098039216,-0.14104901960783423,2021-02-07T20:49:40Z
6.95,2.351,73,61,2,254.57,44.9852938670665,-93.23389833793044,6237492250,254.42924735449736,-0.14075264550263,2021-02-07T20:49:41Z
10.15,2.547,74,95,3,254.51,44.98526042327285,-93.2339035347104,6237492250,254.4294373433584,-0.08056265664160378,2021-02-07T20:49:42Z
14.36,2.734,76,95,4,254.46,44.98522035777569,-93.23390864767134,6237492250,254.4299654761905,-0.030034523809518987,2021-02-07T20:49:43Z
22.4,3.676,79,93,5,254.4,44.98514760285616,-93.23393018916248,6237492250,254.4308514739229,0.030851473922894,2021-02-07T20:49:44Z
22.4,3.676,80,93,6,254.4,44.98514760285616,-93.23393018916248,6237492250,254.43204653679655,0.03204653679654257,2021-02-07T20:49:45Z
26.17,3.676,82,92,7,254.36,44.985113656148314,-93.23394167236984,6237492250,254.43363457556936,0.0736345755693435,2021-02-07T20:49:46Z
29.94,3.518,84,92,8,254.33,44.985079960897565,-93.2339539937675,6237492250,254.43562599206348,0.1056259920634659,2021-02-07T20:49:47Z
33.37,3.508,88,93,9,254.31,44.98504928313196,-93.233960615471,6237492250,254.43831523809524,0.12831523809524015,2021-02-07T20:49:48Z
36.84,3.48,89,94,10,254.31,44.985018437728286,-93.23394988663496,6237492250,254.44118223443223,0.13118223443223087,2021-02-07T20:49:49Z
39.46,3.359,92,94,11,254.31,44.98499748297036,-93.23393320664763,6237492250,254.44399559082893,0.1339955908289312,2021-02-07T20:49:50Z
42.38,3.266,94,96,12,254.36,44.98497694730759,-93.23390873149036,6237492250,254.44671003401362,0.08671003401360622,2021-02-07T20:49:51Z
46.04,3.172,94,96,13,254.42,44.98495800420642,-93.23387059383094,6237492250,254.44923727422002,0.02923727422003708,2021-02-07T20:49:52Z
53.14,3.247,98,96,14,254.47,44.984926488250494,-93.2337919715792,6237492250,254.45192936507937,-0.01807063492063321,2021-02-07T20:49:53Z
53.14,3.247,100,91,15,254.47,44.984926488250494,-93.2337919715792,6237492250,254.45435560675884,-0.015644393241160515,2021-02-07T20:49:54Z
56.5,3.322,101,91,16,254.43,44.984912322834134,-93.23375425301492,6237492250,254.45238556067588,0.02238556067587183,2021-02-07T20:49:55Z
60.08,3.331,103,90,17,254.46,44.98489405028522,-93.23371686972678,6237492250,254.4508832565284,-0.00911674347159419,2021-02-07T20:49:56Z
