distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
1.25,0.075,81,0,0,254.53,44.985303757712245,-93.2337499782443,6463631487,254.45513095238096,-0.07486904761904611,2021-03-20T20:24:16Z
3.76,0,82,0,1,254.54,44.98528406023979,-93.2337719388306,6463631487,254.4652492997199,-0.07475070028010578,2021-03-20T20:24:17Z
5.91,1.138,82,0,2,254.5,44.98526788316667,-93.23378912173212,6463631487,254.47527513227513,-0.02472486772487059,2021-03-20T20:24:18Z
8.38,1.978,84,0,3,254.49,44.98525036498904,-93.2338084001094,6463631487,254.48544862155387,-0.004551378446137733,2021-03-20T20:24:19Z
11.93,2.071,84,95,4,254.46,44.98522446490824,-93.23383488692345,6463631487,254.4944619047619,0.03446190476188349,2021-03-20T20:24:20Z
15.97,2.547,85,95,5,254.43,44.98519336804747,-93.2338612060994,6463631487,254.50322902494332,0.07322902494331629,2021-03-20T20:24:21Z
19.99,4.32,87,91,6,254.39,44.985164450481534,-93.2338921353221,6463631487,254.5108095238095,0.12080952380952681,2021-03-20T20:24:22Z
24.03,4.46,89,91,7,254.38,44.98513427563012,-93.23392080143094,6463631487,254.51797929606624,0.13797929606624848,2021-03-20T20:24:23Z
28.01,4.497,90,91,8,254.33,44.98510167002678,-93.2339425943792,6463631487,254.52401587301588,0.19401587301587142,2021-03-20T20:24:24Z
31.49,4.46,92,92,9,254.33,44.98507032170892,-93.23394770734012,6463631487,254.52974095238096,0.19974095238094947,2021-03-20T20:24:25Z
34.51,4.497,93,92,10,254.31,44.985044337809086,-93.23393664322792,6463631487,254.5343663003663,0.22436630036628458,2021-03-20T20:24:26Z
37.68,4.385,96,90,11,254.38,44.98502447269857,-93.23390789330006,6463631487,254.53849029982362,0.15849029982362595,2021-03-20T20:24:27Z
41.64,4.311,98,90,12,254.45,44.98500511050224,-93.23386564850809,6463631487,254.54160544217686,0.09160544217687061,2021-03-20T20:24:28Z
45.41,4.161,99,91,13,254.49,44.98499144800007,-93.23382197879256,6463631487,254.54430870279145,0.054308702791445285,2021-03-20T20:24:29Z
48.96,4.133,101,91,14,254.57,44.984978288412094,-93.233780907467,6463631487,254.54616507936507,-0.023834920634925538,2021-03-20T20:24:30Z
52.65,4.133,102,91,15,254.69,44.98496278189123,-93.23373941704632,6463631487,254.54757910906298,-0.14242089093701793,2021-03-20T20:24:31Z
56.53,4.106,104,90,16,254.63,44.984946101903915,-93.23369616642594,6463631487,254.54912288786483,-0.08087711213516968,2021-03-20T20:24:32Z
60.36,4.106,105,89,17,254.7,44.9849312659353,-93.2336524128914,6463631487,254.55042242703533,-0.14957757296465957,2021-03-20T20:24:33Z
64.61,4.106,108,88,18,254.62,44.98491366393864,-93.23360463604332,6463631487,254.55147465437787,-0.06852534562213464,2021-03-20T20:24:34Z
68.34,4.106,109,88,19,254.69,44.98489790596068,-93.23356281034648,6463631487,254.55235023041476,-0.1376497695852379,2021-03-20T20:24:35Z
72.43,4.106,110,88,20,254.62,44.98487854376435,-93.2335187215358,6463631487,254.55327188940092,-0.06672811059908668,2021-03-20T20:24:36Z
76.46,4.078,111,87,21,254.73,44.98485792428255,-93.23347664438188,6463631487,254.55470046082948,-0.1752995391705099,2021-03-20T20:24:37Z
80.24,4.05,112,87,22,254.67,44.98483680188656,-93.23343909345569,6463631487,254.5563133640553,-0.11368663594467421,2021-03-20T20:24:38Z
84.34,4.031,113,87,23,254.72,44.98481492511928,-93.2333971839398,6463631487,254.55811059907833,-0.16188940092166604,2021-03-20T20:24:39Z
88.16,4.003,114,86,24,254.64,44.98479589819908,-93.23335686698556,6463631487,254.5594470046083,-0.08055299539168459,2021-03-20T20:24:40Z
92.33,3.994,115,86,25,254.66,44.98477485962212,-93.23331294581294,6463631487,254.55972350230414,-0.10027649769585878,2021-03-20T20:24:41Z
96.35,3.994,115,86,26,254.6,44.98475415632129,-93.23327103629708,6463631487,254.55870967741936,-0.04129032258063603,2021-03-20T20:24:42Z
100.11,4.003,116,86,27,254.65,44.98473579995334,-93.23323105461895,6463631487,254.5558525345622,-0.09414746543779984,2021-03-20T20:24:43Z
103.72,4.003,117,86,28,254.61,44.98471828177571,-93.2331925816834,6463631487,254.5504608294931,-0.059539170506923256,2021-03-20T20:24:44Z
107.19,4.003,118,86,29,254.64,44.984700260683894,-93.23315645568071,6463631487,254.5426728110599,-0.09732718894008485,2021-03-20T20:24:45Z
110.13,3.966,118,86,30,254.58,44.98468458652496,-93.23312644846736,6463631487,254.53248847926267,-0.04751152073734488,2021-03-20T20:24:46Z
113.17,3.928,119,86,31,254.6,44.98466874472797,-93.23309468105435,6463631487,254.52023041474655,-0.07976958525344457,2021-03-20T20:24:47Z
116.55,3.844,120,85,32,254.52,44.98465256765485,-93.23305838741362,6463631487,254.50603686635944,-0.013963133640572778,2021-03-20T20:24:48Z
119.79,3.816,120,85,33,254.53,44.98463471420109,-93.23302578181028,6463631487,254.49,-0.03999999999999204,2021-03-20T20:24:49Z
123.13,3.788,121,85,34,254.46,44.98461828567088,-93.23299024254084,6463631487,254.47193548387096,0.011935483870956887,2021-03-20T20:24:50Z
126.29,3.77,121,85,35,254.48,44.98460286296904,-93.23295663110912,6463631487,254.45175115207374,-0.02824884792624971,2021-03-20T20:24:51Z
129.6,3.76,122,86,36,254.5,44.984586937353015,-93.2329211756587,6463631487,254.4289861751152,-0.07101382488480112,2021-03-20T20:24:52Z
132.67,3.742,122,86,37,254.44,44.98457243666053,-93.23288798332214,6463631487,254.40410138248848,-0.03589861751152057,2021-03-20T20:24:53Z
136.01,3.723,123,86,38,254.46,44.98455382883549,-93.23285470716657,6463631487,254.37654377880185,-0.08345622119816198,2021-03-20T20:24:54Z
139.43,3.704,123,86,39,254.42,44.98453522101045,-93.23282017372549,6463631487,254.34677419354838,-0.07322580645160315,2021-03-20T20:24:55Z
143.23,3.704,123,85,40,254.4,44.98451703228056,-93.23277935385704,6463631487,254.31423963133642,-0.0857603686635855,2021-03-20T20:24:56Z
146.81,3.704,123,84,41,254.32,44.98450135812163,-93.23273970745504,6463631487,254.27953917050692,-0.04046082949307106,2021-03-20T20:24:57Z
150.22,3.695,123,83,42,254.3,44.984485348686576,-93.23270282708108,6463631487,254.24253456221197,-0.05746543778803925,2021-03-20T20:24:58Z
153.75,3.686,123,83,43,254.29,44.98447076417506,-93.23266309686004,6463631487,254.20382488479262,-0.08617511520736798,2021-03-20T20:24:59Z
157.29,3.648,124,83,44,254.26,44.984458861872554,-93.23262127116324,6463631487,254.16331797235023,-0.09668202764976286,2021-03-20T20:25:00Z
160.76,3.611,125,83,45,254.25,44.98444880358875,-93.23257978074253,6463631487,254.12129032258065,-0.12870967741935146,2021-03-20T20:25:01Z
163.99,3.592,125,83,46,254.23,44.98443723656237,-93.23254206217824,6463631487,254.0773271889401,-0.15267281105988673,2021-03-20T20:25:02Z
167.29,3.555,126,84,47,254.18,44.98442307114601,-93.23250526562332,6463631487,254.0316589861751,-0.14834101382490417,2021-03-20T20:25:03Z
170.68,3.536,126,85,48,254.19,44.98440722934902,-93.2324684690684,6463631487,253.9841935483871,-0.20580645161288658,2021-03-20T20:25:04Z
174.22,3.536,127,86,49,254.09,44.98439130373299,-93.23242966085672,6463631487,253.9351152073733,-0.15488479262671717,2021-03-20T20:25:05Z
