distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,0,105,58,0,267.6,44.98469598591328,-93.20218029432,7250678997,267.7600342261905,0.1600342261904757,2021-08-05T13:25:47Z
2.85,2.137,105,58,1,267.66,44.98467134311795,-93.20216990076004,7250678997,267.7710406162465,0.1110406162464983,2021-08-05T13:25:48Z
6.89,2.137,106,58,2,267.65,44.98463597148657,-93.2021581660956,7250678997,267.78264947089946,0.1326494708994801,2021-08-05T13:25:49Z
11.81,2.603,106,58,3,267.64,44.98459397815168,-93.20213821716608,7250678997,267.7944649122807,0.15446491228073,2021-08-05T13:25:50Z
16.92,3.667,109,94,4,267.67,44.98455248773098,-93.20211013779044,7250678997,267.8060988095238,0.13609880952378717,2021-08-05T13:25:51Z
21.89,4.115,110,94,5,267.7,44.98451334424317,-93.20207946002483,7250678997,267.8174410430839,0.11744104308388614,2021-08-05T13:25:52Z
26.89,5.272,112,93,6,267.74,44.98447730205953,-93.20204149000348,7250678997,267.82846645021647,0.08846645021645827,2021-08-05T13:25:53Z
31.9,5.272,116,92,7,267.78,44.9844444449991,-93.20199790410696,7250678997,267.8389679089027,0.05896790890272996,2021-08-05T13:25:54Z
37.04,5.197,119,93,8,267.78,44.98441519215703,-93.20194727741182,7250678997,267.8487728174603,0.06877281746034214,2021-08-05T13:25:55Z
41.93,5.197,121,93,9,267.74,44.98439373448491,-93.2018930464983,7250678997,267.8576219047619,0.11762190476190426,2021-08-05T13:25:56Z
46.88,5.197,123,93,10,267.79,44.98437990434468,-93.20183336734772,7250678997,267.8657902930403,0.07579029304025653,2021-08-05T13:25:57Z
52.04,5.197,125,91,11,267.81,44.98437252826989,-93.2017688266933,7250678997,267.8734594356261,0.06345943562610046,2021-08-05T13:25:58Z
57.5,5.16,126,90,12,267.84,44.98437311500311,-93.20169950835408,7250678997,267.88078486394556,0.04078486394558922,2021-08-05T13:25:59Z
63.2,5.16,127,90,13,267.86,44.98438619077206,-93.20162968710063,7250678997,267.8879499178982,0.027949917898183685,2021-08-05T13:26:00Z
69.12,5.281,129,92,14,267.9,44.984407564625144,-93.20156078785658,7250678997,267.8951134920635,-0.004886507936475937,2021-08-05T13:26:01Z
74.96,5.365,130,92,15,267.95,44.98443556018174,-93.20149817503987,7250678997,267.9023678955453,-0.047632104454692126,2021-08-05T13:26:02Z
80.85,5.496,130,95,16,267.96,44.98446883633733,-93.20144008845092,7250678997,267.9184393241167,-0.041560675883260956,2021-08-05T13:26:03Z
86.4,5.524,131,98,17,267.96,44.98450538143515,-93.20139214396475,7250678997,267.9347158218126,-0.02528417818740536,2021-08-05T13:26:04Z
91.91,5.542,132,98,18,267.98,44.98454821296036,-93.20135702379048,7250678997,267.95119815668204,-0.028801843317978637,2021-08-05T13:26:05Z
97.05,5.542,132,98,19,268.02,44.98459045775235,-93.20133053697646,7250678997,267.96778801843317,-0.05221198156681339,2021-08-05T13:26:06Z
101.94,5.524,133,98,20,268.09,44.98463253490627,-93.2013124320656,7250678997,267.98400921658987,-0.10599078341010681,2021-08-05T13:26:07Z
106.97,5.412,134,98,21,268.09,44.98467737808824,-93.20130220614374,7250678997,268.00018433179724,-0.08981566820273201,2021-08-05T13:26:08Z
111.77,5.346,135,91,22,268.09,44.984720293432474,-93.20129650644958,7250678997,268.0164516129032,-0.07354838709676415,2021-08-05T13:26:09Z
