distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
1.88,1.381,85,57,0,263.96,44.990427950397134,-93.2141315471381,7534085757,264.1173675595238,0.1573675595238342,2021-09-22T01:54:20Z
4.45,1.493,84,57,1,263.99,44.990438260138035,-93.21410237811506,7534085757,264.1325644257703,0.14256442577027428,2021-09-22T01:54:21Z
6.94,1.493,85,57,2,264.02,44.99044496566057,-93.21407203562558,7534085757,264.14694576719575,0.1269457671957639,2021-09-22T01:54:22Z
9.38,2.006,85,57,3,264.02,44.99045359902084,-93.21404362097384,7534085757,264.15921177944864,0.13921177944865804,2021-09-22T01:54:23Z
11.5,2.043,86,86,4,263.95,44.99045854434371,-93.21401772089304,7534085757,264.1695369047619,0.21953690476192378,2021-09-22T01:54:24Z
13.66,2.454,88,88,5,263.98,44.99046105891466,-93.21399047970772,7534085757,264.1777222222222,0.1977222222221826,2021-09-22T01:54:25Z
15.95,2.454,88,91,6,263.98,44.990464160218835,-93.21396181359889,7534085757,264.18522835497834,0.20522835497831693,2021-09-22T01:54:26Z
18.47,2.743,89,91,7,264.01,44.990462651476264,-93.21392996236682,7534085757,264.19189544513455,0.18189544513455758,2021-09-22T01:54:27Z
21.47,2.79,91,91,8,264.05,44.99046240001917,-93.2138918247074,7534085757,264.1974117063492,0.1474117063492031,2021-09-22T01:54:28Z
24.65,2.818,93,91,9,264.1,44.99046147800982,-93.21385150775312,7534085757,264.20168666666666,0.10168666666663739,2021-09-22T01:54:29Z
27.87,2.846,93,91,10,264.19,44.99046105891466,-93.21381068788467,7534085757,264.20535805860806,0.015358058608057945,2021-09-22T01:54:30Z
31.16,2.939,95,91,11,264.23,44.99046139419079,-93.21376902982593,7534085757,264.20785802469135,-0.02214197530867068,2021-09-22T01:54:31Z
34.38,3.023,97,91,12,264.27,44.99046332202852,-93.21372829377653,7534085757,264.2094651360544,-0.060534863945576944,2021-09-22T01:54:32Z
37.3,3.06,97,91,13,264.32,44.9904675129801,-93.21369166485964,7534085757,264.2099761904762,-0.11002380952379553,2021-09-22T01:54:33Z
